"MasterKey","File","Event","TYPE","R.ID","R.range","Dur.r","S.ID","S.range","Dur.s","S.DetScr","S.DetDec","ISec.range","Dur.ISec","Beg.r-Beg.s","End.r-End.s"
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000071205 | MAX: 000000071205 | KeySeparator: 000000000000","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","389","71205:71205","1","0.231000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000131185 | MAX: 000000131185 | KeySeparator: 000000000388","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","738","131185:131185","1","0.213000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000029545 | MAX: 000000029545 | KeySeparator: 000000000389","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","118","29545:29545","1","0.109000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000153945 | MAX: 000000154005 | KeySeparator: 000000000390","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","881","153945:154005","61","0.237000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000104295 | MAX: 000000104295 | KeySeparator: 000000000391","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","577","104295:104295","1","0.259000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000005655 | MAX: 000000005745 | KeySeparator: 000000000392","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","32","5655:5745","91","0.175444","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000136215 | MAX: 000000136245 | KeySeparator: 000000000393","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","767","136215:136245","31","0.256250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000070465 | MAX: 000000070495 | KeySeparator: 000000000394","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","384","70465:70495","31","0.224000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000029655 | MAX: 000000029655 | KeySeparator: 000000000395","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","120","29655:29655","1","0.107000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000139145 | MAX: 000000139155 | KeySeparator: 000000000396","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","796","139145:139155","11","0.144000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000050745 | MAX: 000000050765 | KeySeparator: 000000000397","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","248","50745:50765","21","0.150333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000058325 | MAX: 000000058345 | KeySeparator: 000000000398","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","304","58325:58345","21","0.122500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000030135 | MAX: 000000030155 | KeySeparator: 000000000399","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","124","30135:30155","21","0.118000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000136795 | MAX: 000000136905 | KeySeparator: 000000000400","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","773","136795:136905","111","0.305909","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000173795 | MAX: 000000173795 | KeySeparator: 000000000401","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","991","173795:173795","1","0.123000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000159505 | MAX: 000000160075 | KeySeparator: 000000000402","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","908","159505:160075","571","0.323893","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000158075 | MAX: 000000158225 | KeySeparator: 000000000403","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","904","158075:158225","151","0.429438","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000083235 | MAX: 000000084025 | KeySeparator: 000000000404","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","466","83235:84025","791","0.338769","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000032325 | MAX: 000000032325 | KeySeparator: 000000000405","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","129","32325:32325","1","0.440000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000057135 | MAX: 000000057195 | KeySeparator: 000000000406","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","297","57135:57195","61","0.262167","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000109785 | MAX: 000000109815 | KeySeparator: 000000000407","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","622","109785:109815","31","0.474250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000016985 | MAX: 000000017025 | KeySeparator: 000000000408","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","87","16985:17025","41","0.423000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000177585 | MAX: 000000177695 | KeySeparator: 000000000409","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","1019","177585:177695","111","0.144900","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000122505 | MAX: 000000122505 | KeySeparator: 000000000410","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","701","122505:122505","1","0.129000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000117205 | MAX: 000000117305 | KeySeparator: 000000000411","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","681","117205:117305","101","0.304000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000017355 | MAX: 000000017355 | KeySeparator: 000000000412","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","89","17355:17355","1","0.138000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000072985 | MAX: 000000073115 | KeySeparator: 000000000413","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","402","72985:73115","131","0.218154","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000015405 | MAX: 000000015525 | KeySeparator: 000000000414","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","79","15405:15525","121","0.259846","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000088475 | MAX: 000000088535 | KeySeparator: 000000000415","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","493","88475:88535","61","0.237000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000067355 | MAX: 000000067355 | KeySeparator: 000000000416","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","363","67355:67355","1","0.189000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000081145 | MAX: 000000081145 | KeySeparator: 000000000417","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","450","81145:81145","1","0.228000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000095735 | MAX: 000000095735 | KeySeparator: 000000000418","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","541","95735:95735","1","0.198000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000123805 | MAX: 000000123845 | KeySeparator: 000000000419","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","707","123805:123845","41","0.209250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000137905 | MAX: 000000137905 | KeySeparator: 000000000420","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","783","137905:137905","1","0.160000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000071955 | MAX: 000000072185 | KeySeparator: 000000000421","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","396","71955:72185","231","0.242714","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000081195 | MAX: 000000081195 | KeySeparator: 000000000422","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","451","81195:81195","1","0.172000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000082205 | MAX: 000000082285 | KeySeparator: 000000000423","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","459","82205:82285","81","0.186000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000070645 | MAX: 000000071105 | KeySeparator: 000000000424","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","387","70645:71105","461","0.302953","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000020315 | MAX: 000000020315 | KeySeparator: 000000000425","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","93","20315:20315","1","0.128000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000007165 | MAX: 000000007195 | KeySeparator: 000000000426","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","40","7165:7195","31","0.122000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000174755 | MAX: 000000174885 | KeySeparator: 000000000427","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","1003","174755:174885","131","0.250000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000171275 | MAX: 000000171335 | KeySeparator: 000000000428","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","974","171275:171335","61","0.242833","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000155025 | MAX: 000000155025 | KeySeparator: 000000000429","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","884","155025:155025","1","0.262000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000068425 | MAX: 000000068505 | KeySeparator: 000000000430","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","373","68425:68505","81","0.347429","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000085215 | MAX: 000000085385 | KeySeparator: 000000000431","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","473","85215:85385","171","0.386188","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000173915 | MAX: 000000173985 | KeySeparator: 000000000432","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","994","173915:173985","71","0.170125","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000002385 | MAX: 000000002395 | KeySeparator: 000000000433","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","15","2385:2395","11","0.162500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000085795 | MAX: 000000085965 | KeySeparator: 000000000434","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","478","85795:85965","171","0.239500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000163315 | MAX: 000000163325 | KeySeparator: 000000000435","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","925","163315:163325","11","0.126500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000163205 | MAX: 000000163225 | KeySeparator: 000000000436","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","923","163205:163225","21","0.108000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000044905 | MAX: 000000044905 | KeySeparator: 000000000437","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","205","44905:44905","1","0.121000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000079285 | MAX: 000000079305 | KeySeparator: 000000000438","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","438","79285:79305","21","0.171667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000105315 | MAX: 000000105335 | KeySeparator: 000000000439","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","583","105315:105335","21","0.128000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000092385 | MAX: 000000092395 | KeySeparator: 000000000440","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","519","92385:92395","11","0.153500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000166255 | MAX: 000000166385 | KeySeparator: 000000000441","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","946","166255:166385","131","0.242429","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000150105 | MAX: 000000150115 | KeySeparator: 000000000442","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","861","150105:150115","11","0.204000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000008285 | MAX: 000000008955 | KeySeparator: 000000000443","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","44","8285:8955","671","0.196424","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000155295 | MAX: 000000155355 | KeySeparator: 000000000444","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","887","155295:155355","61","0.425143","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000029695 | MAX: 000000029745 | KeySeparator: 000000000445","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","121","29695:29745","51","0.125167","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000040675 | MAX: 000000040675 | KeySeparator: 000000000446","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","179","40675:40675","1","0.128000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000069775 | MAX: 000000069985 | KeySeparator: 000000000447","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","381","69775:69985","211","0.224333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000073475 | MAX: 000000073495 | KeySeparator: 000000000448","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","407","73475:73495","21","0.170000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000161075 | MAX: 000000161145 | KeySeparator: 000000000449","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","913","161075:161145","71","0.158500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000166145 | MAX: 000000166145 | KeySeparator: 000000000450","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","944","166145:166145","1","0.759000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000061455 | MAX: 000000061805 | KeySeparator: 000000000451","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","327","61455:61805","351","0.256528","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000173575 | MAX: 000000173595 | KeySeparator: 000000000452","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","988","173575:173595","21","0.294667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000108385 | MAX: 000000108395 | KeySeparator: 000000000453","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","610","108385:108395","11","0.446000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000026625 | MAX: 000000026685 | KeySeparator: 000000000454","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","108","26625:26685","61","0.262500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000109515 | MAX: 000000109585 | KeySeparator: 000000000455","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","617","109515:109585","71","0.268667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000082155 | MAX: 000000082155 | KeySeparator: 000000000456","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","458","82155:82155","1","0.263000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000091585 | MAX: 000000091625 | KeySeparator: 000000000457","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","512","91585:91625","41","0.187250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000029185 | MAX: 000000029285 | KeySeparator: 000000000458","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","117","29185:29285","101","0.202375","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000117815 | MAX: 000000117925 | KeySeparator: 000000000459","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","683","117815:117925","111","0.326917","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000039525 | MAX: 000000039645 | KeySeparator: 000000000460","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","170","39525:39645","121","0.775000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000103325 | MAX: 000000104235 | KeySeparator: 000000000461","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","576","103325:104235","911","0.233081","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000110905 | MAX: 000000110915 | KeySeparator: 000000000462","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","636","110905:110915","11","0.286500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000140885 | MAX: 000000140895 | KeySeparator: 000000000463","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","811","140885:140895","11","0.115500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000011915 | MAX: 000000012185 | KeySeparator: 000000000464","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","61","11915:12185","271","0.206107","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000171015 | MAX: 000000171085 | KeySeparator: 000000000465","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","971","171015:171085","71","0.182000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000150865 | MAX: 000000150995 | KeySeparator: 000000000466","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","867","150865:150995","131","0.159000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000106015 | MAX: 000000106015 | KeySeparator: 000000000467","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","588","106015:106015","1","0.147000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000065255 | MAX: 000000065335 | KeySeparator: 000000000468","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","347","65255:65335","81","0.284500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000150585 | MAX: 000000150775 | KeySeparator: 000000000469","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","866","150585:150775","191","0.238250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000110385 | MAX: 000000110395 | KeySeparator: 000000000470","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","629","110385:110395","11","0.190000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000052395 | MAX: 000000052495 | KeySeparator: 000000000471","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","262","52395:52495","101","0.170111","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000136715 | MAX: 000000136715 | KeySeparator: 000000000472","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","771","136715:136715","1","0.121000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000078885 | MAX: 000000078915 | KeySeparator: 000000000473","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","435","78885:78915","31","0.202500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000178395 | MAX: 000000178395 | KeySeparator: 000000000474","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","1027","178395:178395","1","0.203000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000094415 | MAX: 000000094415 | KeySeparator: 000000000475","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","530","94415:94415","1","0.140000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000034395 | MAX: 000000034415 | KeySeparator: 000000000476","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","139","34395:34415","21","0.244500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000066635 | MAX: 000000066635 | KeySeparator: 000000000477","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","356","66635:66635","1","0.306000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000038705 | MAX: 000000038705 | KeySeparator: 000000000478","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","164","38705:38705","1","0.191000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000059835 | MAX: 000000059865 | KeySeparator: 000000000479","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","316","59835:59865","31","0.217250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000076595 | MAX: 000000076595 | KeySeparator: 000000000480","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","422","76595:76595","1","0.173000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000016845 | MAX: 000000016855 | KeySeparator: 000000000481","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","85","16845:16855","11","0.145500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000107915 | MAX: 000000107975 | KeySeparator: 000000000482","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","606","107915:107975","61","0.224571","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000165435 | MAX: 000000165845 | KeySeparator: 000000000483","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","943","165435:165845","411","0.341974","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000058435 | MAX: 000000058485 | KeySeparator: 000000000484","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","305","58435:58485","51","0.178750","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000057225 | MAX: 000000057265 | KeySeparator: 000000000485","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","298","57225:57265","41","0.191500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000063165 | MAX: 000000063265 | KeySeparator: 000000000486","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","336","63165:63265","101","0.187667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000078735 | MAX: 000000078765 | KeySeparator: 000000000487","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","433","78735:78765","31","0.242500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000081955 | MAX: 000000082075 | KeySeparator: 000000000488","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","456","81955:82075","121","0.290700","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000129825 | MAX: 000000129825 | KeySeparator: 000000000489","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","725","129825:129825","1","0.244000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000115005 | MAX: 000000115005 | KeySeparator: 000000000490","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","665","115005:115005","1","0.118000","NO","","","",""
